age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,note_evaluation_precedente,niveau_hierarchique_poste,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
49,1,0.025,1,16,15,11,0.667,2,0.667,0,0.14,0,0,2,20,4,1,5,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.001,0,0.41675,0,1.833
43,1,-0.38,4,18,3,2,1.0,1,0.667,0,0.12,0,0,2,28,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.02,0,0.66675,0,1.0
50,1,0.609,4,16,2,2,0.667,3,0.667,0,0.11,0,0,3,12,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.036,0,0.8334999999999999,0,0.667
31,1,-0.419,3,4,2,2,0.0,2,0.667,1,0.11,1,1,2,20,3,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.084,1,0.5835,0,0.667
41,0,0.384,3,12,9,7,0.667,3,0.667,1,0.13,0,1,2,9,1,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.03,0,0.667,0,7.0
26,1,-0.777,1,8,8,7,0.667,1,1.0,0,0.23,0,1,3,25,1,1,5,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.086,1,0.7502500000000001,0,1.167
36,0,-0.335,6,7,3,2,0.667,2,1.0,0,0.2,0,2,0,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.042,0,0.58325,0,2.0
51,0,0.928,2,18,4,2,0.0,3,0.667,0,0.15,1,0,2,8,4,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.049,0,0.66675,0,2.0
39,1,-0.122,4,17,15,11,0.333,2,0.667,0,0.14,0,1,1,4,4,1,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.007,0,0.8335,0,1.833
25,0,0.483,2,6,2,2,0.333,2,0.667,0,0.18,0,0,3,28,3,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.069,0,0.5835,0,0.667
30,0,-0.024,0,12,11,9,0.667,2,0.667,1,0.19,0,0,2,9,3,1,4,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.002,0,0.66675,0,1.8
32,1,-0.499,7,10,5,4,0.667,1,1.0,0,0.22,1,0,2,9,3,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.045,0,0.25,0,4.0
45,0,-0.664,5,9,6,5,0.667,1,0.667,0,0.13,0,0,2,29,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.066,1,0.58325,0,5.0
38,1,-0.473,3,19,3,2,0.667,2,1.0,1,0.2,0,0,2,3,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.024,0,0.66675,0,0.667
30,1,-0.846,1,5,5,4,0.667,1,0.667,0,0.14,0,0,4,18,3,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.141,1,0.41675,0,4.0
32,0,-0.395,0,9,8,7,0.0,2,0.667,0,0.17,0,3,2,9,2,2,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.04,0,1.0,0,7.0
30,1,-0.719,5,8,3,2,0.667,1,0.667,0,0.14,0,1,3,5,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.08,1,0.66675,0,0.667
30,0,-0.826,0,6,5,3,0.333,1,0.667,0,0.13,0,0,3,2,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.118,1,0.75,0,1.5
41,0,2.373,4,21,7,6,0.333,4,0.667,0,0.13,0,1,2,10,3,2,7,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.108,0,0.4165,0,0.75
41,0,-0.933,2,7,5,0,0.667,1,1.0,0,0.21,0,1,2,9,4,1,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.117,1,0.5835,0,0.0
19,1,-0.964,1,1,1,0,0.667,1,0.667,0,0.14,0,0,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.482,1,0.58325,0,0.0
40,1,-0.188,1,20,20,7,0.667,2,0.667,0,0.11,0,1,2,26,3,2,2,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.009,0,0.33325000000000005,0,2.333
35,0,0.186,1,10,10,8,0.667,3,0.667,0,0.13,0,2,3,1,5,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.017,0,0.41675,0,8.0
53,0,-0.918,2,13,7,7,0.667,2,1.0,1,0.2,0,1,3,6,2,1,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.066,1,0.5,0,1.4
45,0,-0.909,8,20,17,9,0.667,2,0.667,0,0.18,0,1,2,9,3,1,0,15,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.043,0,0.33325000000000005,0,9.0
32,1,0.563,1,9,9,8,0.667,3,0.667,0,0.14,0,0,2,8,3,2,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.056,0,0.75,0,2.0
29,0,-0.473,1,10,10,7,0.667,2,0.667,0,0.13,0,1,1,1,1,0,0,9,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.043,0,0.5835,0,7.0
51,0,-0.071,2,10,1,0,0.333,2,0.667,0,0.17,0,0,2,7,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.006,0,0.5835,0,0.0
58,1,-0.688,4,9,1,0,0.333,1,1.0,1,0.2,0,1,3,9,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.069,1,0.333,0,0.0
40,0,0.973,7,15,12,11,0.333,3,0.667,0,0.11,0,1,2,4,4,1,2,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.061,0,0.5,0,3.667
34,1,-0.934,6,6,4,3,0.667,1,0.667,0,0.18,0,1,3,2,4,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.133,1,0.7502500000000001,0,1.5
22,0,-0.914,1,2,2,2,0.667,1,1.0,0,0.24,0,2,6,19,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.305,1,0.5835,0,0.667
27,0,-0.964,6,6,2,2,0.667,1,0.667,0,0.18,0,1,1,9,3,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.138,1,0.58325,0,0.667
28,0,-0.828,1,5,5,2,0.667,1,0.667,0,0.11,0,1,2,21,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.138,1,0.5835,0,2.0
57,0,0.66,3,12,5,3,1.0,3,0.667,1,0.16,0,1,2,24,2,1,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.051,0,0.5,0,1.5
27,0,-0.86,1,1,1,1,0.333,1,0.667,1,0.15,0,1,2,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.43,1,0.6667500000000001,0,1.0
50,1,2.515,3,21,5,4,0.667,5,0.667,0,0.15,0,0,5,11,3,1,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.114,0,0.5,0,0.8
41,0,-0.886,4,13,9,8,0.667,1,0.667,0,0.12,0,1,2,14,3,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.063,1,0.3335,0,4.0
30,1,0.656,2,12,10,9,0.667,3,0.667,0,0.12,0,1,2,5,3,1,7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.05,0,0.66675,0,1.125
38,1,0.494,4,12,8,3,0.333,2,1.0,0,0.22,0,0,2,1,4,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.038,0,0.66675,0,3.0
32,0,-0.756,3,8,5,4,0.667,1,1.0,0,0.2,0,0,2,6,5,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.084,1,0.5002500000000001,0,2.0
27,0,-0.751,0,6,5,2,0.667,1,0.667,1,0.16,0,1,3,17,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.107,1,0.58325,0,1.0
19,1,-0.914,0,1,0,0,0.0,1,1.0,0,0.21,1,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.457,1,0.41675,0,0.0
36,0,-0.964,4,13,8,7,0.667,1,0.667,0,0.12,0,0,3,3,2,2,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.069,1,0.58325,0,0.875
30,0,-0.748,1,12,12,9,0.667,2,0.667,0,0.11,0,2,4,9,3,0,6,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.058,1,0.5002500000000001,0,1.286
45,1,-0.321,4,9,5,4,0.667,2,0.667,1,0.11,0,1,3,4,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.032,0,0.41675,0,4.0
56,1,-0.486,4,19,2,2,0.667,1,0.667,1,0.18,0,1,3,8,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.024,0,0.5002500000000001,0,0.667
33,0,-0.875,0,4,3,1,0.667,1,0.667,0,0.14,0,0,2,2,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.175,1,0.66675,0,1.0
19,0,-0.964,1,1,1,0,0.333,1,1.0,0,0.22,1,0,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.482,1,0.58325,0,0.0
46,1,0.885,1,24,24,13,0.667,3,1.0,0,0.25,0,3,2,1,2,1,15,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.035,0,0.41675,0,0.812
38,1,-0.922,1,2,2,2,0.667,1,0.667,0,0.12,0,0,3,9,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.307,1,0.7502500000000001,0,0.667
31,1,-0.559,8,7,4,2,0.667,1,1.0,1,0.23,0,1,0,12,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.07,1,0.7502500000000001,0,2.0
34,1,-0.917,2,9,3,2,0.667,1,0.667,0,0.15,0,0,3,27,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.092,1,0.75,0,1.0
41,1,-0.733,1,4,4,3,0.667,1,1.0,1,0.22,1,0,5,20,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.147,1,0.49974999999999997,0,3.0
50,0,-0.612,2,5,3,2,0.333,1,0.667,0,0.15,0,1,2,1,3,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.102,1,0.6667500000000001,0,2.0
53,1,-0.444,1,5,4,2,1.0,2,0.667,0,0.11,0,2,3,13,2,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.074,1,0.5835,0,1.0
33,1,-0.818,1,8,8,7,0.667,1,0.667,0,0.13,0,1,5,14,3,1,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.091,1,0.75,0,3.5
40,1,2.515,1,21,20,8,0.667,5,0.667,0,0.14,0,1,2,4,1,1,9,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.114,0,0.66675,0,0.8
55,0,2.515,8,36,24,15,1.0,5,0.667,0,0.11,0,0,3,14,4,1,2,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.068,0,0.66675,0,5.0
34,0,0.684,1,10,10,9,0.333,2,0.667,0,0.17,0,0,2,2,1,2,1,9,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.062,0,0.6667500000000001,0,4.5
51,1,1.61,3,21,7,7,0.667,4,0.667,0,0.18,0,0,6,3,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.073,0,0.66675,0,3.5
52,0,2.515,0,34,33,18,0.333,5,0.667,0,0.14,0,1,5,1,4,1,11,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.072,0,0.5002500000000001,0,1.5
27,1,-0.924,1,7,7,7,0.667,1,0.667,0,0.16,0,0,2,9,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.116,1,0.6665000000000001,0,7.0
35,0,-0.119,3,8,1,0,0.333,2,0.667,1,0.13,1,0,1,23,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.013,0,0.41675,0,0.0
43,0,-0.964,4,7,5,4,1.0,1,0.667,0,0.14,0,3,3,7,3,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.12,1,1.0,0,1.333
45,0,2.287,9,22,20,8,0.333,4,1.0,0,0.23,0,1,1,2,2,0,11,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.099,0,0.66675,0,0.667
37,0,-0.64,1,8,8,7,1.0,1,0.667,1,0.12,0,1,3,21,3,1,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.071,1,0.1665,1,3.5
35,1,-0.449,5,10,6,2,0.667,2,0.667,0,0.11,0,0,5,2,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.041,0,0.58325,0,1.0
42,1,-0.263,2,11,5,3,0.667,2,0.667,0,0.16,0,1,5,21,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.022,0,0.5835,0,3.0
38,0,0.022,9,14,1,0,0.667,2,0.667,0,0.14,0,0,3,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.001,0,0.66675,0,0.0
38,0,-0.043,3,9,7,7,0.667,2,0.667,0,0.18,0,1,3,29,3,1,1,7,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.004,0,0.5,0,3.5
27,0,-0.477,5,6,2,2,0.333,2,0.667,0,0.19,0,1,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.068,1,0.5002500000000001,0,0.667
49,0,0.077,1,7,7,7,0.667,2,0.667,1,0.15,0,2,0,18,4,0,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.01,0,0.66675,0,3.5
34,0,-0.584,1,5,5,3,0.667,1,0.667,1,0.17,0,1,4,10,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.097,1,0.91675,0,1.0
40,0,-0.822,8,15,7,2,0.667,2,0.667,1,0.15,0,1,2,19,2,1,3,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.051,0,0.8335,0,0.5
38,0,0.048,7,17,1,0,0.667,2,0.667,1,0.19,1,0,2,29,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.003,0,0.33325000000000005,0,0.0
29,1,0.262,1,10,10,4,0.667,3,1.0,0,0.22,1,3,3,27,3,1,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.024,0,0.6665000000000001,0,2.0
22,0,-0.913,1,4,4,2,1.0,1,0.667,1,0.16,0,1,2,5,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.183,1,0.4165,1,0.667
36,1,-0.952,1,8,8,1,0.667,1,0.667,0,0.13,0,0,2,18,1,2,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.106,1,0.5,0,0.5
40,0,-0.349,9,5,3,2,0.333,2,0.667,0,0.14,0,1,5,9,5,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.058,1,0.75,0,2.0
46,0,0.651,7,17,4,2,0.667,3,0.667,0,0.16,0,1,3,1,4,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.036,0,0.5835,0,2.0
32,0,0.873,1,14,14,8,0.0,3,0.667,0,0.11,1,0,2,4,4,1,9,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.058,0,0.75,0,0.8
30,0,0.447,1,12,11,8,0.333,3,1.0,0,0.22,0,0,2,1,1,0,5,8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.034,0,0.667,0,1.333
27,1,0.78,1,7,7,7,0.667,2,0.667,0,0.14,0,0,2,20,3,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.098,0,0.8334999999999999,0,7.0
51,0,1.335,5,16,10,9,0.333,3,0.667,0,0.16,0,2,5,8,4,1,4,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.079,0,0.4165,0,1.8
30,1,-0.84,5,8,5,2,0.667,1,0.667,1,0.11,1,0,5,3,3,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.093,1,0.5835,0,2.0
41,1,1.579,3,16,1,0,0.667,3,0.667,1,0.18,0,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.093,0,0.8334999999999999,0,0.0
30,1,0.053,5,9,6,3,0.333,2,0.667,0,0.15,1,0,5,26,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.005,0,0.41675,0,3.0
29,0,-0.964,0,7,6,2,0.667,1,0.667,0,0.14,1,0,1,1,3,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.12,1,0.6667500000000001,0,1.0
45,1,0.533,6,23,19,7,0.333,3,0.667,0,0.12,0,0,2,6,3,0,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.022,0,0.91675,0,0.538
54,1,-0.114,2,16,6,2,0.667,2,0.667,0,0.14,0,1,4,3,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.007,0,0.66675,0,2.0
36,0,-0.12,8,16,13,11,0.667,2,0.667,0,0.16,0,0,3,5,2,1,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.007,0,0.83325,0,2.75
33,1,-0.848,6,7,3,2,0.333,1,1.0,0,0.21,0,0,3,4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.106,1,0.66675,0,1.0
37,0,1.268,1,10,10,8,0.667,3,0.667,1,0.14,0,3,1,11,3,2,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.115,0,0.66675,0,8.0
38,0,0.919,0,17,16,10,0.667,3,0.667,0,0.12,0,2,6,3,3,1,5,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.051,0,0.41675,0,1.667
31,0,-0.467,0,6,5,4,0.0,2,0.667,0,0.12,0,1,2,1,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.067,1,0.7502500000000001,0,2.0
59,0,-0.946,3,7,1,0,0.333,1,0.667,0,0.17,0,1,6,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.118,1,0.5835,0,0.0
37,0,-0.81,4,13,9,8,0.667,1,0.667,0,0.17,0,1,2,4,4,2,5,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.058,1,0.5835,0,1.333
29,1,0.324,1,11,11,10,0.667,3,0.667,0,0.14,0,1,5,1,1,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.027,0,0.75,0,2.0
35,1,0.516,1,10,10,7,0.667,3,0.667,0,0.14,0,0,3,1,3,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.047,0,0.5835,0,7.0
29,0,-0.9,1,4,4,3,0.333,1,0.667,1,0.13,1,0,3,18,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.18,1,0.6667500000000001,0,3.0
52,1,-0.717,7,6,2,2,0.333,1,0.667,0,0.15,0,0,3,2,3,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.102,1,0.58325,0,0.667
42,0,2.515,1,22,22,17,0.667,5,0.667,0,0.11,0,0,3,4,2,1,11,15,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.109,0,0.8334999999999999,0,1.417
59,0,-0.926,8,7,2,2,0.667,1,0.667,0,0.17,0,0,2,6,2,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.116,1,0.58325,0,0.667
50,1,2.515,3,32,7,0,0.667,5,0.667,0,0.11,0,1,3,1,4,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.076,0,0.75,0,0.0
33,0,-0.889,5,8,5,4,0.667,1,0.667,1,0.13,1,1,2,14,3,1,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.099,1,0.5835,0,4.0
43,1,2.126,5,22,17,13,0.667,4,1.0,1,0.22,0,1,3,16,3,1,1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.092,0,0.8334999999999999,0,6.5
33,1,-0.829,7,13,9,7,0.667,1,1.0,0,0.2,1,0,3,2,2,1,1,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.059,1,0.25,0,3.5
52,0,2.515,1,33,33,7,0.333,5,0.667,1,0.18,0,0,2,2,4,0,15,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.074,0,0.66675,0,0.438
32,1,-0.558,2,6,4,3,0.667,1,0.667,0,0.11,0,1,5,4,2,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.08,1,0.41675,0,1.5
32,0,-0.603,0,4,3,2,0.333,1,0.667,1,0.14,1,0,2,1,3,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.121,1,0.66675,0,1.0
39,1,-0.934,7,7,3,2,0.667,1,0.667,0,0.14,0,3,1,1,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.117,1,0.667,0,1.0
32,0,-0.44,0,4,3,2,0.667,2,0.667,0,0.18,0,0,2,26,4,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.088,1,0.5835,0,0.667
41,0,-0.748,2,17,1,0,0.667,2,0.667,0,0.16,0,2,2,19,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.042,0,0.25,0,0.0
40,0,-0.694,1,9,9,8,0.667,2,0.667,0,0.17,0,2,3,24,2,1,4,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.069,1,0.41675,0,1.6
45,0,2.515,0,25,24,0,1.0,5,0.667,0,0.11,0,1,2,1,3,1,1,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.097,0,0.7502500000000001,0,0.0
31,0,1.597,9,9,2,2,0.667,3,0.667,0,0.12,0,1,3,3,4,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.16,0,0.41675,0,0.667
33,1,-0.784,1,2,2,2,0.333,1,0.667,0,0.13,0,1,2,5,4,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.261,1,0.6667500000000001,0,2.0
34,0,-0.11,6,13,11,9,0.333,2,0.667,0,0.13,0,1,3,2,4,1,5,9,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.008,0,0.5,0,1.5
37,1,-0.561,2,17,3,1,0.333,1,0.667,0,0.14,0,1,2,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.031,0,0.25,0,1.0
45,0,-0.005,4,9,3,2,1.0,2,0.667,0,0.17,0,1,1,7,4,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0,0,0.5835,0,2.0
37,0,0.795,6,17,1,0,0.667,3,0.667,0,0.11,1,2,5,10,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.044,0,0.41675,0,0.0
39,1,0.992,0,20,19,6,0.667,3,1.0,0,0.25,0,0,1,2,4,2,11,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.047,0,0.7502500000000001,0,0.5
29,0,-0.91,1,6,6,5,0.667,1,0.667,0,0.19,0,0,1,15,3,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.13,1,0.5835,0,2.5
42,1,0.02,3,10,3,2,1.0,2,0.667,1,0.13,0,0,1,17,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002,0,0.5835,0,2.0
29,0,0.105,2,10,3,2,0.667,2,0.667,0,0.14,0,1,2,20,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0,0.91675,0,2.0
25,1,-0.344,0,5,4,2,0.667,2,0.667,0,0.12,0,2,3,1,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.057,1,0.5835,0,1.0
42,1,-0.854,0,10,9,6,0.333,1,0.667,1,0.11,0,1,4,2,3,1,7,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.078,1,0.5835,0,0.75
40,0,2.515,0,22,21,7,0.667,5,0.667,0,0.19,0,1,5,2,2,1,3,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.109,0,0.5835,0,1.75
51,0,-0.826,1,1,1,0,0.667,1,0.667,0,0.11,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.413,1,0.58325,0,0.0
31,0,-0.658,0,6,5,4,0.333,1,0.667,0,0.11,1,0,2,29,2,2,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.094,1,0.58325,0,2.0
32,0,-0.81,1,5,5,1,1.0,1,1.0,0,0.2,0,0,3,7,3,2,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.135,1,0.33325000000000005,0,1.0
38,0,-0.267,3,13,8,7,0.333,2,0.667,0,0.18,0,1,0,2,2,0,7,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.019,0,0.91675,0,0.875
32,0,-0.947,4,9,6,2,0.333,2,0.667,0,0.13,0,0,5,2,1,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.095,1,0.66675,0,2.0
