age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded
37,0,-0.48996117202381356,2,18,1,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1,0.12,0,0,2,10,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
43,0,1.6643598779008808,1,25,25,10,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,1,3,12,3,3,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40,1,-0.6491076821721119,6,20,1,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0,0.22,0,1,3,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
54,0,2.7416266421890945,4,24,4,2,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.11,0,1,4,5,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
34,1,0.007451351684018484,9,6,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0,0.15,0,1,3,4,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,1,-0.46680099898487565,1,13,13,10,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0,0.12,0,1,5,7,2,3,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
43,0,-0.9019572777348287,7,8,3,2,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0,0.2,0,1,1,21,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
43,1,-0.4209056102104666,4,8,5,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.14,0,0,3,8,4,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,1,-0.4283423630211347,1,5,5,4,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.11,0,0,3,4,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
37,1,-0.43641655178700295,3,15,13,11,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1,0.15,0,2,2,25,5,10,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,-0.9104564238041637,1,4,4,2,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.12,0,1,3,1,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
39,0,2.697218603976819,1,21,21,8,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.14,0,1,3,1,1,1,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
56,1,1.4255338733525666,9,36,7,7,0.6666666666666666,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0,0.11,0,3,0,6,3,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
30,1,0.015738019101620128,0,6,5,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.11,0,0,6,12,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
41,0,0.4013867719976967,1,10,10,7,0.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.16,0,1,2,1,3,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
28,0,-0.41325637874806503,1,10,10,0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,0,0.12,0,1,2,17,2,1,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
25,0,-0.5252326282115539,5,6,2,2,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.13,1,1,5,3,3,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
52,0,0.31150830231447885,2,28,5,4,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.14,0,0,4,3,3,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
45,0,-0.817815731648412,3,8,2,2,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0,0.21,0,2,3,10,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,1,2.135850006097241,2,31,5,2,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0,0.13,0,0,2,4,2,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
42,1,-0.4136813360515318,2,19,5,4,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.11,0,1,3,29,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
30,1,-0.08752660564080036,2,11,5,4,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0,0.2,0,0,2,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
60,1,2.7756232264664344,5,33,29,8,0.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0,0.11,0,0,5,7,3,11,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
46,1,-0.3597117585112544,2,19,10,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.14,0,1,5,18,3,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
42,1,-0.42069313155873317,0,7,6,5,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0,0.11,0,3,4,28,4,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
24,1,-0.7013774304985222,1,6,5,3,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.16,1,0,4,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34,1,-0.8821967631236248,0,3,2,2,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0,0.16,1,1,3,6,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
38,0,-1.0200954080985856,1,1,1,0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1,0.23,0,1,3,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
40,1,2.451593282573037,0,21,20,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.14,0,0,2,2,4,1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
26,1,-0.7685206844462689,1,3,3,2,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0,0.22,0,2,3,23,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,0,-0.9361663406639021,4,9,5,3,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,0,0.15,0,1,3,3,3,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,0,1.154198635089046,1,10,10,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.18,0,0,2,3,4,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
29,1,-0.8407634260356166,5,6,2,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0,0.16,1,0,2,25,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19,0,-0.8369388103044157,1,1,1,0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0,0.12,1,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,1,0.4056363450323642,0,10,9,8,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,0,3,22,4,7,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,1.618039531823005,3,32,1,0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.12,0,1,3,29,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50,0,2.2401770240983283,0,28,27,10,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.15,0,1,2,29,4,15,7,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30,1,-0.8369388103044157,0,12,11,7,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.14,0,0,2,2,3,6,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60,1,0.7995717653460424,4,22,18,13,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,0,0.19,0,0,5,28,3,13,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
47,1,-0.3044673090605768,5,20,5,0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.13,0,3,2,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
46,0,2.4133471252610295,6,26,3,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0,0.13,0,0,2,2,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
35,0,-0.4829493765166122,0,6,5,4,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.15,0,0,2,22,3,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
54,1,-0.5785647697966312,7,19,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,0,3,8,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
34,0,-0.7935931653508072,3,14,7,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.12,0,1,3,2,4,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
46,1,0.5456597765246587,2,15,3,2,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.19,0,1,3,10,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
31,0,0.8807386103081919,1,13,13,8,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0,0.25,0,1,6,9,1,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
33,0,1.5101003767424501,7,15,7,6,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1,0.12,1,0,2,15,1,7,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
33,0,-0.6576068282414469,7,8,4,3,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.13,1,3,2,10,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
30,0,-0.7479102552281315,0,4,3,2,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0,0.14,0,0,3,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
35,0,0.2399029966803313,4,10,8,7,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.12,0,0,2,16,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31,0,0.7056562012798904,3,12,1,0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0,0.12,1,0,2,20,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
34,1,0.7324285113982957,9,11,3,2,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.15,1,3,2,23,3,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2
42,0,-0.9370162552708357,4,8,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.17,0,1,4,5,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
36,0,0.738802870950297,1,10,10,3,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0,0.14,0,0,3,10,4,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,-0.5543422034990264,5,4,2,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.16,1,0,3,4,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
48,1,-0.5209830551768864,2,14,9,7,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.14,0,1,2,2,5,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
55,1,2.195344028582586,3,37,10,9,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0,0.23,0,0,2,18,5,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
41,0,-0.057992073049861176,7,16,14,3,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.14,0,0,3,10,2,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,-0.37947227312245835,9,15,11,9,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,0,2,1,3,6,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
40,1,1.430845839645901,7,22,20,6,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.15,0,0,3,6,3,5,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
39,1,-0.5838767360899656,1,8,8,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0,0.11,0,1,3,8,1,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
31,0,0.016800412360287006,4,10,6,5,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1,0.13,0,0,2,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,0.19188282138858842,1,10,10,9,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,1,0.21,0,1,5,24,3,5,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
45,0,-0.3607741517699213,0,9,8,7,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0,0.19,0,1,3,2,3,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,-0.7993300889476084,0,8,7,7,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.11,1,1,2,17,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
29,0,-0.4761500596611442,4,8,3,2,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,0,0.12,0,2,2,19,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
33,1,2.0570204263041587,4,10,6,1,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.19,0,1,2,1,5,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
31,0,1.0738817047338303,9,10,5,4,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0,0.21,0,1,3,7,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,0,-0.9826991653935114,1,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1,0.14,1,0,3,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
40,0,0.9410825474004705,3,20,1,0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.15,0,1,2,28,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,0.06545802360722999,2,10,8,7,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1,0.17,0,0,3,2,4,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,0,-0.46680099898487565,5,8,0,0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0,0.12,0,2,5,29,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
35,1,-0.349300304576319,1,5,5,4,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.16,0,0,3,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
34,0,-0.2477355090477655,1,10,10,7,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.12,0,0,3,21,4,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26,0,-0.8845340282926919,1,1,1,0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,1,0.18,1,0,3,24,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
37,1,0.20994350678592535,4,12,6,5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0,0.17,0,0,3,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
46,1,0.8550286934484534,5,28,2,2,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0,0.11,0,0,3,18,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
41,1,2.144349152166576,7,22,18,16,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.16,0,1,2,2,5,11,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
37,0,0.49530233606384866,1,9,9,5,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0,0.13,0,1,6,9,4,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,0,-0.1967406326317554,3,18,10,9,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.12,0,2,3,6,2,6,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,0,-0.38159705963979207,8,6,4,2,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.12,1,0,2,11,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,-0.8717853091886894,0,3,2,2,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.13,0,2,3,24,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
38,1,0.7056562012798904,3,18,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.19,0,1,4,10,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
37,1,-0.011884205623718688,6,8,6,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.12,0,1,2,1,4,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
49,0,2.7620245927554987,1,31,31,9,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.17,0,1,5,18,4,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
24,0,-0.8027297473753423,1,6,6,5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.11,0,2,3,23,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26,0,-0.049067969677059405,1,6,5,3,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0,0.2,0,2,5,28,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
24,0,-0.9297919811119009,1,1,1,0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0,0.21,0,1,2,17,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50,0,2.4853773881986436,1,32,32,5,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,1,2,3,3,10,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
25,0,-0.9363788193156355,1,7,7,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,0,1,13,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
24,1,-0.7685206844462689,1,6,6,3,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.16,1,1,4,7,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
30,0,-0.9497649743748382,1,1,1,0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0,0.18,1,1,2,12,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
34,0,-0.6121363967705045,1,6,6,5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1,0.13,0,1,3,1,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,0,-0.4823119405614121,2,9,3,1,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0,0.17,1,0,2,13,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
35,0,-0.5996001563182354,4,9,3,2,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.14,0,0,3,25,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,0,-0.2216006348845603,4,13,7,7,0.0,1.0,1.0,1.0,1.0,1.0,0,0.22,0,2,4,6,4,5,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
27,1,-0.9170432620078983,0,6,5,3,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.12,0,2,5,6,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
37,0,0.658485940595081,4,17,3,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0.11,0,1,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
20,1,-0.7791446170329377,1,1,1,0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0,0.13,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,1,-0.5129088664110182,1,10,10,2,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.13,0,2,4,2,4,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
43,0,2.151148469022044,4,21,1,0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0.14,0,1,3,6,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,1,-0.8252524844590802,3,8,0,0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0,0.17,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,-0.17506781015495107,3,10,8,7,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.13,0,1,3,9,5,4,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
48,1,1.890862120648659,7,21,3,2,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0,0.11,0,1,3,1,4,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
44,1,-0.11004934272453817,4,10,2,2,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0,0.11,0,0,1,1,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34,1,-0.8337516305284152,1,8,8,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.18,0,2,3,14,3,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27,0,-0.7355864934275956,0,5,4,3,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.11,1,1,3,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
21,0,-0.6493201608238452,1,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,0,2,22,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
44,0,2.7643618579245657,4,26,2,2,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1,0.12,0,1,2,3,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,0,-0.7925307720921403,0,3,2,2,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0,0.2,0,0,3,6,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
